,Unnamed: 0,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,transfers,currently,status,statusDate,COD,entryDate,timespent
1899,1900,Beluga Whale,NOA0002126,Anore,F,estimate,1982,Capture,1985-07-29,Unknown,,National Aquarium in Baltimore,Died,1991-12-23,"Trauma, perforation of coronary artery",1985-07-29,2338.0
1900,1901,Bottlenose,NOA0004994,,F,unknown,,Capture,1984-07-26,Unknown,,"Navy, US (SPAWAR)",Released,1984-08-11,,1984-07-26,16.0
1901,1902,Bottlenose,NOA0005436,Oblio,F,estimate,1984,Capture,1987-08-19,Unknown,,Niagra Aquarium Foundation,Died,1994-06-27,Pasturella multocida septicemia,1987-08-19,2504.0
1902,1903,Bottlenose,NOA0000197,,M,estimate,1971,Capture,1974-05-30,Unknown,,Sea Life Park Hawaii,Died,2003-12-14,Respiratory Arrest,1974-05-30,10790.0
1903,1904,Bottlenose,NOA0006575,,F,actual,,Born,2009-05-21,Unknown,,Sea Life Park Hawaii,Died,2009-05-21,Premature/Still birth,2009-05-21,0.0
1904,1905,Melon-Headed Whale,NOA0000194,,F,unknown,,Capture,1978-10-26,Unknown,,Sea Life Park Hawaii,Died,1980-09-03,undetermined,1978-10-26,678.0
1905,1906,Short-Finned Pilot Whale,NOA000029,Wahinana,F,unknown,,Capture,1965-05-16,Unknown,,Sea Life Park Hawaii,Died,1970-01-27,,1965-05-16,1717.0
1906,1907,Spinner,NOA0000268,Tiare,F,unknown,,Capture,1974-08-14,Unknown,,Sea Life Park Hawaii,Died,1975-10-06,drowning,1974-08-14,418.0
1907,1908,Common,NOA0005730,,M,estimate,1996,Rescue,1996-09-17,Unknown,,Sea World of California,Died,2007-10-31,bacterial septicemia and severe acute pulmonary hemorrhage,1996-09-17,4061.0
1908,1909,Beluga Whale,NOA0000737,Nyci,F,actual,,Born,1981-08-24,Unknown,,New York Aquarium,Died,1981-10-18,Acute suppurative enteritis,1981-08-24,55.0
1929,1930,Bottlenose,NOA0003185,MISTY,F,estimate,1974,Capture,1978-02-02,Unknown,,Unknown,Died,1982-10-26,PRIMARY ULCERATIVE ENTERITIS,1978-02-02,1727.0
1930,1931,Bottlenose,NOA0003184,RIPTIDE,M,estimate,1976,Capture,1978-02-02,Unknown,,Unknown,Died,1984-04-24,PERITONITIS,1978-02-02,2273.0
1932,1933,Bottlenose,NOA0003176,CUPCAKE,F,estimate,1972,Capture,1976-12-13,Unknown,,Unknown,Died,1985-02-01,CHLORINE TOXICITY,1976-12-13,2972.0
1933,1934,Bottlenose,NOA0003177,STAR,F,estimate,1968,Capture,1976-12-13,Unknown,,Unknown,Died,1986-12-17,COCCIDIOIDOMYCOSIS,1976-12-13,3656.0
1934,1935,Bottlenose,NOA0003178,ALFIE,M,estimate,1972,Capture,1978-11-09,Unknown,,Unknown,Died,1985-08-30,PULMONARY FIBROSIS,1978-11-09,2486.0
1935,1936,Bottlenose,NOA0003179,MOBY,M,estimate,1972,Capture,1978-11-09,Unknown,,Unknown,Died,1987-09-03,VIRAL PNEUMONIA,1978-11-09,3220.0
1936,1937,Bottlenose,NOA0003180,NEE LO,M,actual,,Born,1981-11-30,Unknown,,Unknown,Died,1982-05-01,"ACUTE TOXEMIA, DUE TO OLEANDER POISONING",1981-11-30,152.0
1937,1938,Bottlenose,NOA0003186,,M,unknown,,Capture,1982-07-20,Unknown,,Unknown,Died,1985-02-03,CHLORINE TOXICITY,1982-07-20,929.0
1938,1939,Bottlenose,NOA0003187,,F,unknown,,Capture,1982-07-20,Unknown,,Unknown,Died,1983-04-12,ACCIDENTAL DROWNING,1982-07-20,266.0
1939,1940,Bottlenose,NOA0003190,,F,unknown,,Capture,1981-09-04,Unknown,,Unknown,Died,1987-05-29,GASTROENTERITIS,1981-09-04,2093.0
1940,1941,Bottlenose,NOA0003191,,F,unknown,,Capture,1981-09-04,Unknown,,Unknown,Died,1985-02-02,CHLORINE TOXICITY,1981-09-04,1247.0
1941,1942,Bottlenose,NOA0003192,,M,unknown,,Capture,1982-10-27,Unknown,,Unknown,Died,1987-10-19,VIRAL PNEUMONIA,1982-10-27,1818.0
1942,1943,Bottlenose,NOA0003193,,F,unknown,,Capture,1982-11-02,Unknown,,Unknown,Released,1982-11-06,,1982-11-02,4.0
1943,1944,Bottlenose,NOA0003196,SLICK,M,actual,1983,Born,1983-05-05,Unknown,,Unknown,Died,1984-03-23,PALM FROND - TOXICITY ERYSIPELAS,1983-05-05,323.0
1944,1945,Bottlenose,NOA0003197,NO NAME,M,actual,1982,Born,1982-08-03,Unknown,,Unknown,Died,1982-08-03,STILLBORN,1982-08-03,0.0
1945,1946,Bottlenose,NOA0003198,NO NAME,M,actual,1983,Born,1983-06-10,Unknown,,Unknown,Died,1983-06-10,STILLBORN,1983-06-10,0.0
1946,1947,Bottlenose,NOA0003203,,F,estimate,1979,Capture,1984-08-23,Unknown,,Unknown,Died,1984-10-30,STING RAY SPINE PENETRATION OF LIVER,1984-08-23,68.0
1947,1948,Bottlenose,NOA0003204,,F,estimate,1979,Capture,1984-08-23,Unknown,,Unknown,Died,1987-09-10,INTESTINAL OBSTRUCTION,1984-08-23,1113.0
1948,1949,Bottlenose,NOA0003205,STORMY,F,actual,,Born,1985-03-22,Unknown,,Unknown,Died,1986-03-07,HEPATIC & MYOCARDIAL COMPROMISE,1985-03-22,350.0
1949,1950,Bottlenose,NOA0003211,SUSHI,M,actual,1987,Born,1987-12-07,Unknown,,Unknown,Died,1988-08-07,ZINC POISONING,1987-12-07,244.0
1950,1951,Bottlenose,NOA0003212,NO NAME,M,actual,1988,Born,1988-04-03,Unknown,,Unknown,Died,1988-04-15,HYPOGLYCEMIA DUE TO MALNUTRITION,1988-04-03,12.0
1951,1952,Bottlenose,NOA0003214,NO NAME,M,actual,,Born,1990-03-21,Unknown,,Unknown,Died,1990-03-29,UNDETERMINED,1990-03-21,8.0
1958,1959,Bottlenose,NOA0002072,CLYDE (SCOTCH),M,estimate,1975,Capture,1981-05-09,Unknown,,Unknown,Died,1984-05-10,"FIBROSIS, NECROSIS, HEMOSIDEROSIS",1981-05-09,1097.0
1959,1960,Bottlenose,NOA0003418,NO ID,F,unknown,,Capture,1980-07-15,Unknown,,Unknown,Died,1980-07-15,DURING CAPTURE; SHOCK; DROWNING; found deadin net,1980-07-15,0.0
1960,1961,Bottlenose,NOA0002040,X,F,estimate,1979,Capture,1980-10-26,Unknown,,Unknown,Died,1980-10-26,CAPTURE SHOCK,1980-10-26,0.0
1961,1962,Bottlenose,NOA0004704,DELILIA,F,estimate,1965,Capture,1972-06-01,Unknown,,Unknown,Died,1979-07-05,RELATED TO A FRACTURED JAW,1972-06-01,2590.0
1962,1963,Bottlenose,NOA0004703,SMILEY,M,estimate,1969,Capture,1976-05-03,Unknown,,Unknown,Died,1981-07-27,FIBRINOUS PNEUMONIA,1976-05-03,1911.0
1963,1964,Bottlenose,NOA0004690,X,F,unknown,,Capture,1971-06-01,Unknown,,Unknown,Died,1971-12-16,MYOCARDIAL INFARCTION,1971-06-01,198.0
1964,1965,Bottlenose,NOA0004691,SANDY,F,estimate,1963,Capture,1972-06-01,Unknown,,Unknown,Died,1973-05-02,FOREIGN OBJECT INJESTION,1972-06-01,335.0
1965,1966,Bottlenose,NOA0004692,SILCON,F,estimate,1966,Capture,1972-06-01,Unknown,,Unknown,Died,1973-09-07,HEPATIC FIBROSIS,1972-06-01,463.0
1966,1967,Bottlenose,NOA0004693,X,F,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1973-09-19,PNEUMONIA,1972-06-01,475.0
1967,1968,Bottlenose,NOA0004698,SHARKY,F,unknown,,Capture,1977-06-01,Unknown,,Unknown,Died,1978-09-14,PNEUMONIA,1977-06-01,470.0
1968,1969,Bottlenose,NOA0004700,CINDY,F,unknown,,Capture,1977-07-12,Unknown,,Unknown,Died,1979-05-24,PNEUMONIA,1977-07-12,681.0
1969,1970,Bottlenose,NOA0004701,AMY,F,unknown,,Capture,1977-07-12,Unknown,,Unknown,Died,1979-05-23,PNEUMONIA,1977-07-12,680.0
1970,1971,Bottlenose,NOA0000495,ALFIE,M,estimate,1975,Capture,1979-10-28,Unknown,,Unknown,Died,1995-01-29,"CONGESTION & EDEMA, DIFFUSE, SEVERE, LUNG.FIBROSIS, CHRONIC, SEVERE, LIVER.",1979-10-28,5572.0
1971,1972,Bottlenose,NOA0000554,,F,estimate,1979,Capture,1983-09-28,Unknown,,Unknown,Died,1998-02-18,Acute bronchopneumonia; chronic hepatitis,1983-09-28,5257.0
1972,1973,Bottlenose,NOA0000558,,M,estimate,1981,Capture,1985-06-27,Unknown,,Unknown,Died,1991-12-16,CHRONIC ABSCESSING PNEUMONIA,1985-06-27,2363.0
1973,1974,Bottlenose,NOA0000564,FATHOM,F,estimate,1978,Capture,1982-11-02,Unknown,,Unknown,Died,1988-02-19,GASTRITIS; PNEUMONIA; ARTERIOSCELEROSIS,1982-11-02,1935.0
1974,1975,Bottlenose,NOA0000579,MAX,M,estimate,1970,Capture,1972-06-01,Unknown,,Unknown,Died,1987-07-24,ACUTE HEMORRHAGIC PNEUMONIA,1972-06-01,5531.0
1975,1976,Bottlenose,NOA0000607,,F,estimate,1986,Capture,1989-05-09,Unknown,,Unknown,Died,1996-11-10,Chronic pneumonia,1989-05-09,2742.0
1976,1977,Bottlenose,NOA0000618,THUNDER,M,estimate,1986,Born,1986-03-27,Unknown,,Unknown,Died,1996-04-08,purulent pneumonia,1986-03-27,3665.0
1978,1979,Bottlenose,NOA0005407,,M,unknown,,Capture,1975-12-01,Unknown,,Unknown,Released,1976-07-23,,1975-12-01,235.0
1979,1980,Bottlenose,NOA0005408,,F,unknown,,Capture,1976-05-03,Unknown,,Unknown,Released,1976-06-15,,1976-05-03,43.0
1980,1981,Bottlenose,NOA0005409,,F,unknown,,Capture,1976-11-10,Unknown,,Unknown,Died,1976-11-20,,1976-11-10,10.0
1983,1984,Bottlenose,NOA0003682,(JOE),M,estimate,1977,Capture,1980-06-14,Unknown,,Unknown,Released,1987-07-13,,1980-06-14,2585.0
1984,1985,Bottlenose,NOA0003681,(ROSALIE),F,estimate,1976,Capture,1980-06-14,Unknown,,Unknown,Released,1987-07-13,,1980-06-14,2585.0
1985,1986,Bottlenose,NOA0004466,DUSTY,M,estimate,1968,Capture,1971-04-20,Unknown,,Unknown,Died,1974-02-11,MYCOTIC PNEUMONIA,1971-04-20,1028.0
1986,1987,Bottlenose,NOA0004467,PENNY,F,estimate,1963,Capture,1969-01-15,Unknown,,Unknown,Died,1974-03-18,BRONCHOPNEUMONIA,1969-01-15,1888.0
1987,1988,Bottlenose,NOA0004469,COCO,M,estimate,1964,Capture,1967-05-10,Unknown,,Unknown,Died,1975-06-03,CANDIDISIS,1967-05-10,2946.0
1988,1989,Bottlenose,NOA0004470,GREY,F,estimate,1967,Capture,1970-10-14,Unknown,,Unknown,Died,1975-11-01,aUNSPECIFIED?,1970-10-14,1844.0
1989,1990,Bottlenose,NOA0004471,TAD,M,estimate,1969,Capture,1970-10-14,Unknown,,Unknown,Died,1975-09-30,CANDIDISIS,1970-10-14,1812.0
1990,1991,Bottlenose,NOA0004472,BABE,M,estimate,1963,Capture,1969-01-15,Unknown,,Unknown,Died,1976-06-22,aUNSPECIFIED?,1969-01-15,2715.0
1991,1992,Bottlenose,NOA0004473,DEE,F,estimate,1965,Capture,1970-10-14,Unknown,,Unknown,Died,1976-10-30,aUNSPECIFIED?,1970-10-14,2208.0
1992,1993,Bottlenose,NOA0004474,TAFFY,M,estimate,1966,Capture,1969-01-15,Unknown,,Unknown,Died,1977-02-25,PNEUMONIA,1969-01-15,2963.0
1993,1994,Bottlenose,NOA0004475,ZIP,M,estimate,1965,Capture,1969-01-15,Unknown,,Unknown,Died,1977-04-28,GASTRIC ULCERATION,1969-01-15,3025.0
1994,1995,Bottlenose,NOA0004476,BUDDY,M,estimate,1960,Capture,1967-05-10,Unknown,,Unknown,Died,1977-05-02,CANDIDA RELATED,1967-05-10,3645.0
1995,1996,Bottlenose,NOA0004477,PATTI,F,estimate,1960,Capture,1969-01-15,Unknown,,Unknown,Died,1977-10-13,IMMOLOGICAL DISORDER,1969-01-15,3193.0
1996,1997,Bottlenose,NOA0004478,PANDY,F,estimate,1962,Capture,1967-05-10,Unknown,,Unknown,Died,1977-12-14,BRONCHOPNEUMONIA,1967-05-10,3871.0
1997,1998,Bottlenose,NOA0004479,WINDY,M,estimate,1966,Capture,1969-01-15,Unknown,,Unknown,Died,1978-05-07,PNEUMONIA,1969-01-15,3399.0
1998,1999,Bottlenose,NOA0004480,BEANNIE,M,estimate,1964,Capture,1969-01-15,Unknown,,Unknown,Died,1979-08-12,PNEUMONIA; TOXEMIA,1969-01-15,3861.0
1999,2000,Bottlenose,NOA0004481,DOLLY,F,estimate,1960,Capture,1967-05-10,Unknown,,Unknown,Died,1981-08-01,BRAIN LESION,1967-05-10,5197.0
2000,2001,Bottlenose,NOA0004483,RUSTY,F,estimate,1970,Capture,1974-11-04,Unknown,,Unknown,Died,1974-11-08,CAPTURE RELATED,1974-11-04,4.0
2001,2002,Bottlenose,NOA0004484,BUTCH,F,estimate,1970,Capture,1974-11-04,Unknown,,Unknown,Died,1976-10-12,FUNGAL INFECTION,1974-11-04,708.0
2002,2003,Bottlenose,NOA0004485,PUMPKIN,M,estimate,1970,Capture,1974-11-04,Unknown,,Unknown,Died,1976-09-02,PULMONARY EDEMA,1974-11-04,668.0
2003,2004,Bottlenose,NOA0004486,GYPSIE,M,estimate,1970,Capture,1974-11-04,Unknown,,Unknown,Died,1981-04-24,HEPATITIS PANCREATITIS,1974-11-04,2363.0
2004,2005,Bottlenose,NOA0004487,MUNCHER,F,estimate,1968,Capture,1976-12-13,Unknown,,Unknown,Died,1976-12-20,PREGNANT/CAPTURE RELATED STRESS,1976-12-13,7.0
2005,2006,Bottlenose,NOA0004488,TINKER,F,estimate,1968,Capture,1976-12-13,Unknown,,Unknown,Released,1977-01-18,,1976-12-13,36.0
2006,2007,Bottlenose,NOA0004489,(NO NAME),M,estimate,1968,Capture,1976-12-13,Unknown,,Unknown,Died,1976-12-13,DURING CAPTURE,1976-12-13,0.0
2007,2008,Bottlenose,NOA0004490,,M,estimate,1972,Capture,1976-12-13,Unknown,,Unknown,Died,1978-02-13,ANAPHYLACTIC SHOCK,1976-12-13,427.0
2008,2009,Bottlenose,NOA0004491,LENA,F,estimate,1973,Capture,1979-05-05,Unknown,,Unknown,Died,1980-03-01,VIRAL INFECTION,1979-05-05,301.0
2009,2010,Bottlenose,NOA0004492,BUZZIE,M,estimate,1972,Capture,1978-11-09,Unknown,,Unknown,Died,1979-10-31,NASITREMA,1978-11-09,356.0
2010,2011,Bottlenose,NOA0002848,MISTY,F,estimate,1980,Born,1980-07-27,Unknown,,Unknown,Died,2005-01-18,severe interstitial pneumonia,1980-07-27,8941.0
2011,2012,Short-Finned Pilot Whale,NOA0002483,,M,unknown,,Capture,1980-01-08,Unknown,,Unknown,Died,1980-05-15,RESPIRATORY ABSCESSES,1980-01-08,128.0
2012,2013,Short-Finned Pilot Whale,NOA0002484,,F,unknown,,Capture,1974-10-31,Unknown,,Unknown,Died,1974-11-15,ENDOMETRITIS,1974-10-31,15.0
2013,2014,Short-Finned Pilot Whale,NOA0002485,,M,unknown,,Capture,1976-12-18,Unknown,,Unknown,Died,1978-09-25,UREMIA,1976-12-18,646.0
2014,2015,Short-Finned Pilot Whale,NOA0002486,,M,unknown,,Capture,1976-12-20,Unknown,,Unknown,Died,1978-05-20,ABDOMINAL ABSCESS,1976-12-20,516.0
2015,2016,Short-Finned Pilot Whale,NOA0002487,,F,unknown,,Capture,1974-10-23,Unknown,,Unknown,Died,1981-10-05,CHRON KIDNEY DISEASE & SENILE CHANGES,1974-10-23,2539.0
2016,2017,Short-Finned Pilot Whale,NOA0002488,,M,unknown,,Capture,1975-11-14,Unknown,,Unknown,Died,1976-04-10,PNUEMONIA,1975-11-14,148.0
2017,2018,Short-Finned Pilot Whale,NOA0002489,,F,unknown,,Capture,1975-11-16,Unknown,,Unknown,Died,1975-12-10,,1975-11-16,24.0
2018,2019,Short-Finned Pilot Whale,NOA0002490,,M,unknown,,Capture,1975-11-21,Unknown,,Unknown,Died,1975-12-23,PNUEMONIA,1975-11-21,32.0
2019,2020,Killer Whale; Orca,NOA0002502,,M,estimate,1976,Capture,1978-01-01,Unknown,,Unknown,Died,1995-04-01,ACUTE HEMORRHAGIC PNEUMONIA,1978-01-01,6299.0
2020,2021,Killer Whale; Orca,NOA0002504,,F,estimate,1976,Capture,1978-01-01,Unknown,,Unknown,Died,1991-05-14,"SEVERE TRAUMA, INTESTINALGANGLIONEUROMA",1978-01-01,4881.0
2021,2022,Killer Whale; Orca,NOA0002506,,F,estimate,1974,Capture,1976-01-01,Unknown,,Unknown,Died,1991-08-06,HEMORRHAGIC BACTERIAL PNEUMONIA,1976-01-01,5696.0
2022,2023,Killer Whale; Orca,NOA0002507,,F,estimate,1975,Capture,1977-01-01,Unknown,,Unknown,Died,1987-10-15,PULMONARY ABSCESSION,1977-01-01,3939.0
2023,2024,Killer Whale; Orca,NOA0002509,,F,estimate,1974,Capture,1977-01-01,Unknown,,Unknown,Died,1989-08-21,HEMORRAHGE;MAXILLARY BILATERALFRACTURE,1977-01-01,4615.0
2024,2025,Killer Whale; Orca,NOA0002510,,M,unknown,,Capture,1967-03-11,Unknown,,Unknown,Died,1982-01-12,OLD AGE,1967-03-11,5421.0
2025,2026,Killer Whale; Orca,NOA0002511,,M,estimate,1963,Capture,1970-01-01,Unknown,,Unknown,Died,1986-04-28,CHRONIC CARDIOVASCULAR FAILURE,1970-01-01,5961.0
2027,2028,Killer Whale; Orca,NOA0002513,,M,unknown,,Capture,1972-03-12,Unknown,,Unknown,Died,1974-12-01,CANDIDIASIS,1972-03-12,994.0
2029,2030,Killer Whale; Orca,NOA0002515,,M,unknown,,Capture,1967-03-11,Unknown,,Unknown,Died,1978-09-23,GANGRENOUS PNEUMONIA,1967-03-11,4214.0
2030,2031,Killer Whale; Orca,NOA0002516,,F,unknown,,Capture,1965-12-25,Unknown,,Unknown,Died,1971-08-23,SEPTICEMIA,1965-12-25,2067.0
2031,2032,Killer Whale; Orca,NOA0002517,,F,unknown,,Capture,1969-12-16,Unknown,,Unknown,Died,1971-06-16,PNUEMONIA,1969-12-16,547.0
2032,2033,Killer Whale; Orca,NOA0002518,,F,unknown,,Capture,1971-09-16,Unknown,,Unknown,Died,1977-09-28,SEPTICEMIA/also reported as pulmonary abscession,1971-09-16,2204.0
2033,2034,Killer Whale; Orca,NOA0002519,,M,unknown,,Capture,1973-07-01,Unknown,,Unknown,Died,1974-01-29,INFLUENZA,1973-07-01,212.0
2034,2035,Pacific White-Sided,NOA0002530,,F,unknown,,Capture,1980-01-15,Unknown,,Unknown,Died,1986-05-11,PULMONARY ABSCESS,1980-01-15,2308.0
2035,2036,Pacific White-Sided,NOA0002532,,F,unknown,,Capture,1980-01-15,Unknown,,Unknown,Died,1984-09-14,LYMPHADENOPATHY,1980-01-15,1704.0
2036,2037,Pacific White-Sided,NOA0002535,,F,unknown,,Capture,1980-01-22,Unknown,,Unknown,Died,1983-10-22,HYPOVOLEMIC SHOCK,1980-01-22,1369.0
2037,2038,Pacific White-Sided,NOA0002536,,F,unknown,,Capture,1980-01-24,Unknown,,Unknown,Died,1981-07-31,PULMONARY HEMORRHAGE,1980-01-24,554.0
2038,2039,Pacific White-Sided,NOA0002538,,M,unknown,,Capture,1980-02-08,Unknown,,Unknown,Died,1982-10-26,LUNG ABSCESSES,1980-02-08,991.0
2039,2040,Pacific White-Sided,NOA0002539,,F,unknown,,Capture,1980-02-09,Unknown,,Unknown,Died,1980-05-25,PULMONARY CONGESTION,1980-02-09,106.0
2040,2041,Pacific White-Sided,NOA0002540,,M,unknown,,Capture,1973-03-10,Unknown,,Unknown,Died,1973-05-10,ERYSIPELAS,1973-03-10,61.0
2041,2042,Pacific White-Sided,NOA0002541,,M,unknown,,Capture,1973-03-10,Unknown,,Unknown,Died,1973-12-10,BACTERIA,1973-03-10,275.0
2042,2043,Pacific White-Sided,NOA0002542,,M,unknown,,Capture,1973-03-10,Unknown,,Unknown,Died,1973-12-26,BACTERIA,1973-03-10,291.0
2043,2044,Pacific White-Sided,NOA0002543,,M,unknown,,Capture,1973-03-10,Unknown,,Unknown,Died,1981-01-15,"PULMONARY CONGESTION, VIRAL ORIGIN",1973-03-10,2868.0
2044,2045,Pacific White-Sided,NOA0002544,,M,unknown,,Capture,1973-06-01,Unknown,,Unknown,Died,1973-08-18,PNUEMONIA,1973-06-01,78.0
2045,2046,Pacific White-Sided,NOA0002545,,F,unknown,,Capture,1973-06-08,Unknown,,Unknown,Died,1975-12-21,PNUEMONIA,1973-06-08,926.0
2046,2047,Pacific White-Sided,NOA0002546,,U,unknown,,Capture,1972-12-17,Unknown,,Unknown,Died,1974-01-03,TOXEMIA,1972-12-17,382.0
2047,2048,Pacific White-Sided,NOA0002552,,M,unknown,,Capture,1972-12-17,Unknown,,Unknown,Died,1982-09-13,OLD AGE; PULMONARY ABSCESSTION,1972-12-17,3557.0
2048,2049,Pacific White-Sided,NOA0002555,X,U,unknown,,Capture,1963-06-01,Unknown,,Unknown,Died,1974-11-01,OLD AGE,1963-06-01,4171.0
2049,2050,Bottlenose,NOA0002561,,F,unknown,,Capture,1967-06-01,Unknown,,Unknown,Died,1977-12-31,PNEUMONIA,1967-06-01,3866.0
2050,2051,Bottlenose,NOA0002562,,M,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1979-07-17,PERICARDITIS,1972-06-01,2602.0
2051,2052,Bottlenose,NOA0002563,,F,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1979-09-23,PNEUMONIA,1972-06-01,2670.0
2052,2053,Bottlenose,NOA0002564,,F,estimate,1950,Capture,1971-06-01,Unknown,,Unknown,Died,1980-01-27,METRITIS; SEPTICEMIA,1971-06-01,3162.0
2053,2054,Bottlenose,NOA0002565,,M,estimate,1950,Capture,1971-06-01,Unknown,,Unknown,Died,1980-01-06,CARDIAC ARREST,1971-06-01,3141.0
2054,2055,Bottlenose,NOA0002568,X,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-07-23,ABSCESSED LUNG,1972-06-01,1513.0
2055,2056,Bottlenose,NOA0002570,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-09-30,PNUEMONIA,1972-06-01,1582.0
2056,2057,Bottlenose,NOA0002572,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-09-04,OLD AGE,1972-06-01,1556.0
2057,2058,Bottlenose,NOA0002573,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-07-05,LIVER DEGENERATION,1972-06-01,1495.0
2058,2059,Bottlenose,NOA0002574,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-04-03,HEPATITIS,1972-06-01,1402.0
2059,2060,Bottlenose,NOA0002575,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-03-31,ERSIPELAS,1972-06-01,1399.0
2060,2061,Bottlenose,NOA0002576,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-03-27,CHRONIC NEPHRITIS,1972-06-01,1395.0
2061,2062,Bottlenose,NOA0002577,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-03-25,OLD AGE,1972-06-01,1393.0
2062,2063,Bottlenose,NOA0002578,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-03-15,VACCINE REACTION,1972-06-01,1383.0
2063,2064,Bottlenose,NOA0002579,,M,unknown,,Capture,1975-10-25,Unknown,,Unknown,Died,1984-04-26,RESPIRATORY & LIVER DISEASE,1975-10-25,3106.0
2064,2065,Bottlenose,NOA0002584,,F,unknown,,Capture,1975-10-28,Unknown,,Unknown,Died,1975-12-26,CIRRHOSIS,1975-10-28,59.0
2065,2066,Bottlenose,NOA0002585,,M,unknown,,Capture,1973-09-09,Unknown,,Unknown,Died,1994-11-21,CARDIOVASCULAR COLLAPSE; PNEUMONIA,1973-09-09,7743.0
2066,2067,Bottlenose,NOA0002586,,M,unknown,,Capture,1973-09-16,Unknown,,Unknown,Died,1975-12-23,HEART,1973-09-16,828.0
2067,2068,Bottlenose,NOA0002587,,F,unknown,,Capture,1973-09-07,Unknown,,Unknown,Died,1976-03-15,VACCINE REACTION,1973-09-07,920.0
2068,2069,Bottlenose,NOA0002588,,F,unknown,,Capture,1973-09-10,Unknown,,Unknown,Died,1976-03-13,VACCINE REACTION,1973-09-10,915.0
2069,2070,Bottlenose,NOA0002589,,F,unknown,,Capture,1973-09-10,Unknown,,Unknown,Died,1976-02-29,ENTERITIS,1973-09-10,902.0
2070,2071,Bottlenose,NOA0002590,,F,unknown,,Capture,1973-09-13,Unknown,,Unknown,Died,1973-10-28,HEPATITIS,1973-09-13,45.0
2071,2072,Bottlenose,NOA0002591,,F,unknown,,Capture,1973-09-14,Unknown,,Unknown,Died,1973-12-21,SHOCK SYNDROME,1973-09-14,98.0
2072,2073,Bottlenose,NOA0002593,,F,unknown,,Capture,1973-09-18,Unknown,,Unknown,Died,1977-09-06,,1973-09-18,1449.0
2073,2074,Bottlenose,NOA0002594,,F,unknown,,Capture,1973-09-19,Unknown,,Unknown,Died,1975-05-15,LUNG ABSCESS,1973-09-19,603.0
2074,2075,Bottlenose,NOA0002595,,F,unknown,,Capture,1973-09-19,Unknown,,Unknown,Died,1973-12-26,LUNG ABSCESS,1973-09-19,98.0
2075,2076,Bottlenose,NOA0002596,,F,unknown,,Capture,1973-09-20,Unknown,,Unknown,Died,1984-07-20,ABDOMINAL ABSCESS,1973-09-20,3956.0
2076,2077,Bottlenose,NOA0002597,,F,unknown,,Capture,1973-09-23,Unknown,,Unknown,Died,1979-08-06,PULMONARY INFECTION,1973-09-23,2143.0
2077,2078,Bottlenose,NOA0002598,,F,unknown,,Capture,1973-09-23,Unknown,,Unknown,Died,1976-03-13,VACCINE REACT,1973-09-23,902.0
2078,2079,Bottlenose,NOA0002603,,F,unknown,,Capture,1969-12-30,Unknown,,Unknown,Died,1993-05-06,BRONCHOPNEUEMONIA THYROIDADENOCARCINOMA,1969-12-30,8528.0
2079,2080,Bottlenose,NOA0002605,,M,unknown,,Capture,1971-06-09,Unknown,,Unknown,Died,1982-01-20,OLD AGE,1971-06-09,3878.0
2080,2081,Bottlenose,NOA0002606,,F,unknown,,Capture,1971-06-09,Unknown,,Unknown,Died,1987-02-11,MYOCARDIAL SCARS & FOCAL MYOCARDITIS,1971-06-09,5726.0
2081,2082,Bottlenose,NOA0002607,,F,unknown,,Capture,1971-06-09,Unknown,,Unknown,Died,1992-12-25,ACUTE PULMONARY EDEMA,1971-06-09,7870.0
2082,2083,Bottlenose,NOA0002608,,M,unknown,,Capture,1972-09-04,Unknown,,Unknown,Died,1986-01-10,SENILE CHANGES; PULMONARY NEOPLASIA,1972-09-04,4876.0
2083,2084,Bottlenose,NOA0002609,,M,unknown,,Capture,1972-11-05,Unknown,,Unknown,Died,1987-05-01,ACUTE LIVER NECROSIS,1972-11-05,5290.0
2084,2085,Bottlenose,NOA0002618,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-03-13,VACCINE REACTION,1972-06-01,1381.0
2085,2086,Bottlenose,NOA0002620,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-02-29,,1972-06-01,1368.0
2086,2087,Bottlenose,NOA0002621,,U,unknown,,Capture,1972-12-15,Unknown,,Unknown,Died,1974-07-31,SEPTICEMIA,1972-12-15,593.0
