,Unnamed: 0,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,transfers,currently,status,statusDate,COD,entryDate,timespent,count
1841,1842,Pacific White-Sided,NOA0003694,,F,estimate,1985,Capture,1988-10-27,Unknown,,Shedd (John G.) Aquarium,Died,1988-12-12,ACUTE HEMORRHAGIC PNEUMONIA,1988-10-27,46.0,1
1842,1843,Pacific White-Sided,NOA0003698,Tique,F,estimate,1985,Capture,1988-12-12,Unknown,,Shedd (John G.) Aquarium,Died,2015-01-23,Euthanasia: Life threatening condition involvingpain/suffering,1988-12-12,9538.0,1
1847,1848,Pacific White-Sided,NOA0000633,,F,unknown,,Capture,1978-12-09,Unknown,,Steinhart Aquarium,Died,1979-02-26,UNDETERMINED,1978-12-09,79.0,1
1850,1851,Unspecified Pilot Whales,NOA0004165,Bangles,F,unknown,,Capture,1970-11-03,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1975-10-12,PULMONARY ABSCESS,1970-11-03,1804.0,1
1851,1852,Bottlenose,NOA0004198,Stormy,U,unknown,,Capture,1969-08-05,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1977-03-17,CIRRHOSIS,1969-08-05,2781.0,1
1852,1853,Bottlenose,NOA0004199,Windy,F,unknown,,Capture,1969-10-16,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1975-07-27,C.N.S. DISTURBANCE,1969-10-16,2110.0,1
1854,1855,Bottlenose,NOA0004201,Pepe,M,unknown,,Capture,1962-02-15,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1976-12-09,BRONCHOPHEUMONIA,1962-02-15,5411.0,1
1855,1856,Bottlenose,NOA0004202,Algae,F,unknown,,Capture,1967-02-10,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1975-04-02,CIRRHOSIS,1967-02-10,2973.0,1
1856,1857,Bottlenose,NOA0004203,Toughy,F,unknown,,Capture,1972-04-18,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1976-11-15,HEPATITIS,1972-04-18,1672.0,1
1857,1858,Bottlenose,NOA0004204,X,M,unknown,,Capture,1972-06-03,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1975-03-24,SEPTICEMIA,1972-06-03,1024.0,1
1861,1862,Pacific White-Sided,NOA0004208,Duncan,F,unknown,,Capture,1966-03-24,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1975-05-21,SUFFOCATION,1966-03-24,3345.0,1
1862,1863,Pacific White-Sided,NOA0004209,Sam,F,unknown,,Capture,1970-10-15,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1976-07-21,SEPTICEMIA,1970-10-15,2106.0,1
1863,1864,Pacific White-Sided,NOA0004210,Susie,F,unknown,,Capture,1972-02-24,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1976-08-24,HEMORRAGE,1972-02-24,1643.0,1
1864,1865,Bottlenose,NOA0002235,Bob,M,estimate,1981,Capture,1985-01-23,Unknown,,National Aquarium in Baltimore,Died,2005-03-14,Euthanasia: Life threatening condition involvingpain/suffering,1985-01-23,7355.0,1
1867,1868,Beluga Whale,NOA0000720,Kathy,F,estimate,1972,Capture,1976-07-25,Unknown,,New York Aquarium,Died,1982-09-21,PULMONARY CONGESTION; SYSTEM CANDIDIASIS,1976-07-25,2249.0,1
1868,1869,Beluga Whale,NOA0000721,X,F,estimate,1969,Capture,1973-07-15,Unknown,,New York Aquarium,Died,2004-04-09,Euthanasia: Life threatening condition involvingpain/suffering,1973-07-15,11226.0,1
1872,1873,Bottlenose,NOA0000741,Jetty,M,estimate,1980,Capture,1983-08-10,Unknown,,New York Aquarium,Died,1986-02-26,BACTERIAL ENTERITUS,1983-08-10,931.0,1
1873,1874,Bottlenose,NOA0000742,,M,unknown,,Capture,1983-08-10,Unknown,,New York Aquarium,Died,1983-11-27,PNEUMONIA,1983-08-10,109.0,1
1874,1875,Bottlenose,NOA0000743,Shilo,F,estimate,1980,Capture,1983-08-10,Unknown,,New York Aquarium,Died,1987-05-11,SEPTICEMIA,1983-08-10,1370.0,1
1875,1876,Beluga Whale,NOA0000749,Kristol,F,estimate,1980,Capture,1984-07-20,Unknown,,New York Aquarium,Died,1985-04-04,BACTERIAL GASTROENTERITIS,1984-07-20,258.0,1
1881,1882,Bottlenose,NOA0002006,Dolly,F,estimate,1972,Capture,1977-05-24,Unknown,,ZooQuarium (Aqua Circus of Cape Cod),Died,1988-02-24,,1977-05-24,3928.0,1
1882,1883,Bottlenose,NOA0002007,Dixie,M,estimate,1972,Capture,1977-05-24,Unknown,,ZooQuarium (Aqua Circus of Cape Cod),Died,1993-02-27,"LIVER; HEMOSIDEROSIS, MODERATE",1977-05-24,5758.0,1
1884,1885,Bottlenose,NOA0005339,Scarlet,F,estimate,1980,Capture,1985-12-08,Unknown,,Gulfarium,Died,1988-02-10,brain necrosis,1985-12-08,794.0,1
1887,1888,Bottlenose,NOA0000448,Jimbo,M,estimate,1962,Capture,1966-06-01,Unknown,,Marine Life Oceanarium,Died,1988-12-24,Systemic mycosis,1966-06-01,8242.0,1
1888,1889,Bottlenose,NOA0000485,Apollo,M,estimate,1976,Capture,1979-05-11,Unknown,,Marine Life Oceanarium,Died,1979-07-12,pneumonia,1979-05-11,62.0,1
1889,1890,Bottlenose,NOA0000567,Calypso,F,estimate,1984,Capture,1986-07-16,Unknown,,Marine Life Oceanarium,Died,1998-02-14,heart failure; stroke; fungal pneumonia,1986-07-16,4231.0,1
1893,1894,Bottlenose,NOA0003452,Popcorn,M,unknown,,Capture,1968-08-18,Unknown,,Miami Seaquarium,Died,1974-02-27,Plueritis and pericarditis,1968-08-18,2019.0,1
1896,1897,White-Beaked,NOA0001045,,F,unknown,,Capture,1983-03-28,Unknown,,Mystic Aquarium,Died,1983-04-16,Staphlycoccal pneumonia,1983-03-28,19.0,1
1897,1898,Bottlenose,NOA0001078,Mimi,F,estimate,1977,Capture,1981-07-16,Unknown,,Mystic Aquarium,Died,1990-08-03,Chronic active hepatitis,1981-07-16,3305.0,1
1899,1900,Beluga Whale,NOA0002126,Anore,F,estimate,1982,Capture,1985-07-29,Unknown,,National Aquarium in Baltimore,Died,1991-12-23,"Trauma, perforation of coronary artery",1985-07-29,2338.0,1
1900,1901,Bottlenose,NOA0004994,,F,unknown,,Capture,1984-07-26,Unknown,,"Navy, US (SPAWAR)",Released,1984-08-11,,1984-07-26,16.0,1
1901,1902,Bottlenose,NOA0005436,Oblio,F,estimate,1984,Capture,1987-08-19,Unknown,,Niagra Aquarium Foundation,Died,1994-06-27,Pasturella multocida septicemia,1987-08-19,2504.0,1
1902,1903,Bottlenose,NOA0000197,,M,estimate,1971,Capture,1974-05-30,Unknown,,Sea Life Park Hawaii,Died,2003-12-14,Respiratory Arrest,1974-05-30,10790.0,1
1904,1905,Melon-Headed Whale,NOA0000194,,F,unknown,,Capture,1978-10-26,Unknown,,Sea Life Park Hawaii,Died,1980-09-03,undetermined,1978-10-26,678.0,1
1905,1906,Short-Finned Pilot Whale,NOA000029,Wahinana,F,unknown,,Capture,1965-05-16,Unknown,,Sea Life Park Hawaii,Died,1970-01-27,,1965-05-16,1717.0,1
1906,1907,Spinner,NOA0000268,Tiare,F,unknown,,Capture,1974-08-14,Unknown,,Sea Life Park Hawaii,Died,1975-10-06,drowning,1974-08-14,418.0,1
1907,1908,Common,NOA0005730,,M,estimate,1996,Rescue,1996-09-17,Unknown,,Sea World of California,Died,2007-10-31,bacterial septicemia and severe acute pulmonary hemorrhage,1996-09-17,4061.0,1
1929,1930,Bottlenose,NOA0003185,MISTY,F,estimate,1974,Capture,1978-02-02,Unknown,,Unknown,Died,1982-10-26,PRIMARY ULCERATIVE ENTERITIS,1978-02-02,1727.0,1
1930,1931,Bottlenose,NOA0003184,RIPTIDE,M,estimate,1976,Capture,1978-02-02,Unknown,,Unknown,Died,1984-04-24,PERITONITIS,1978-02-02,2273.0,1
1932,1933,Bottlenose,NOA0003176,CUPCAKE,F,estimate,1972,Capture,1976-12-13,Unknown,,Unknown,Died,1985-02-01,CHLORINE TOXICITY,1976-12-13,2972.0,1
1933,1934,Bottlenose,NOA0003177,STAR,F,estimate,1968,Capture,1976-12-13,Unknown,,Unknown,Died,1986-12-17,COCCIDIOIDOMYCOSIS,1976-12-13,3656.0,1
1934,1935,Bottlenose,NOA0003178,ALFIE,M,estimate,1972,Capture,1978-11-09,Unknown,,Unknown,Died,1985-08-30,PULMONARY FIBROSIS,1978-11-09,2486.0,1
1935,1936,Bottlenose,NOA0003179,MOBY,M,estimate,1972,Capture,1978-11-09,Unknown,,Unknown,Died,1987-09-03,VIRAL PNEUMONIA,1978-11-09,3220.0,1
1937,1938,Bottlenose,NOA0003186,,M,unknown,,Capture,1982-07-20,Unknown,,Unknown,Died,1985-02-03,CHLORINE TOXICITY,1982-07-20,929.0,1
1938,1939,Bottlenose,NOA0003187,,F,unknown,,Capture,1982-07-20,Unknown,,Unknown,Died,1983-04-12,ACCIDENTAL DROWNING,1982-07-20,266.0,1
1939,1940,Bottlenose,NOA0003190,,F,unknown,,Capture,1981-09-04,Unknown,,Unknown,Died,1987-05-29,GASTROENTERITIS,1981-09-04,2093.0,1
1940,1941,Bottlenose,NOA0003191,,F,unknown,,Capture,1981-09-04,Unknown,,Unknown,Died,1985-02-02,CHLORINE TOXICITY,1981-09-04,1247.0,1
1941,1942,Bottlenose,NOA0003192,,M,unknown,,Capture,1982-10-27,Unknown,,Unknown,Died,1987-10-19,VIRAL PNEUMONIA,1982-10-27,1818.0,1
1942,1943,Bottlenose,NOA0003193,,F,unknown,,Capture,1982-11-02,Unknown,,Unknown,Released,1982-11-06,,1982-11-02,4.0,1
1946,1947,Bottlenose,NOA0003203,,F,estimate,1979,Capture,1984-08-23,Unknown,,Unknown,Died,1984-10-30,STING RAY SPINE PENETRATION OF LIVER,1984-08-23,68.0,1
1947,1948,Bottlenose,NOA0003204,,F,estimate,1979,Capture,1984-08-23,Unknown,,Unknown,Died,1987-09-10,INTESTINAL OBSTRUCTION,1984-08-23,1113.0,1
1958,1959,Bottlenose,NOA0002072,CLYDE (SCOTCH),M,estimate,1975,Capture,1981-05-09,Unknown,,Unknown,Died,1984-05-10,"FIBROSIS, NECROSIS, HEMOSIDEROSIS",1981-05-09,1097.0,1
1959,1960,Bottlenose,NOA0003418,NO ID,F,unknown,,Capture,1980-07-15,Unknown,,Unknown,Died,1980-07-15,DURING CAPTURE; SHOCK; DROWNING; found deadin net,1980-07-15,0.0,1
1960,1961,Bottlenose,NOA0002040,X,F,estimate,1979,Capture,1980-10-26,Unknown,,Unknown,Died,1980-10-26,CAPTURE SHOCK,1980-10-26,0.0,1
1961,1962,Bottlenose,NOA0004704,DELILIA,F,estimate,1965,Capture,1972-06-01,Unknown,,Unknown,Died,1979-07-05,RELATED TO A FRACTURED JAW,1972-06-01,2590.0,1
1962,1963,Bottlenose,NOA0004703,SMILEY,M,estimate,1969,Capture,1976-05-03,Unknown,,Unknown,Died,1981-07-27,FIBRINOUS PNEUMONIA,1976-05-03,1911.0,1
1963,1964,Bottlenose,NOA0004690,X,F,unknown,,Capture,1971-06-01,Unknown,,Unknown,Died,1971-12-16,MYOCARDIAL INFARCTION,1971-06-01,198.0,1
1964,1965,Bottlenose,NOA0004691,SANDY,F,estimate,1963,Capture,1972-06-01,Unknown,,Unknown,Died,1973-05-02,FOREIGN OBJECT INJESTION,1972-06-01,335.0,1
1965,1966,Bottlenose,NOA0004692,SILCON,F,estimate,1966,Capture,1972-06-01,Unknown,,Unknown,Died,1973-09-07,HEPATIC FIBROSIS,1972-06-01,463.0,1
1966,1967,Bottlenose,NOA0004693,X,F,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1973-09-19,PNEUMONIA,1972-06-01,475.0,1
1967,1968,Bottlenose,NOA0004698,SHARKY,F,unknown,,Capture,1977-06-01,Unknown,,Unknown,Died,1978-09-14,PNEUMONIA,1977-06-01,470.0,1
1968,1969,Bottlenose,NOA0004700,CINDY,F,unknown,,Capture,1977-07-12,Unknown,,Unknown,Died,1979-05-24,PNEUMONIA,1977-07-12,681.0,1
1969,1970,Bottlenose,NOA0004701,AMY,F,unknown,,Capture,1977-07-12,Unknown,,Unknown,Died,1979-05-23,PNEUMONIA,1977-07-12,680.0,1
1970,1971,Bottlenose,NOA0000495,ALFIE,M,estimate,1975,Capture,1979-10-28,Unknown,,Unknown,Died,1995-01-29,"CONGESTION & EDEMA, DIFFUSE, SEVERE, LUNG.FIBROSIS, CHRONIC, SEVERE, LIVER.",1979-10-28,5572.0,1
1971,1972,Bottlenose,NOA0000554,,F,estimate,1979,Capture,1983-09-28,Unknown,,Unknown,Died,1998-02-18,Acute bronchopneumonia; chronic hepatitis,1983-09-28,5257.0,1
1972,1973,Bottlenose,NOA0000558,,M,estimate,1981,Capture,1985-06-27,Unknown,,Unknown,Died,1991-12-16,CHRONIC ABSCESSING PNEUMONIA,1985-06-27,2363.0,1
1973,1974,Bottlenose,NOA0000564,FATHOM,F,estimate,1978,Capture,1982-11-02,Unknown,,Unknown,Died,1988-02-19,GASTRITIS; PNEUMONIA; ARTERIOSCELEROSIS,1982-11-02,1935.0,1
1974,1975,Bottlenose,NOA0000579,MAX,M,estimate,1970,Capture,1972-06-01,Unknown,,Unknown,Died,1987-07-24,ACUTE HEMORRHAGIC PNEUMONIA,1972-06-01,5531.0,1
1975,1976,Bottlenose,NOA0000607,,F,estimate,1986,Capture,1989-05-09,Unknown,,Unknown,Died,1996-11-10,Chronic pneumonia,1989-05-09,2742.0,1
1978,1979,Bottlenose,NOA0005407,,M,unknown,,Capture,1975-12-01,Unknown,,Unknown,Released,1976-07-23,,1975-12-01,235.0,1
1979,1980,Bottlenose,NOA0005408,,F,unknown,,Capture,1976-05-03,Unknown,,Unknown,Released,1976-06-15,,1976-05-03,43.0,1
1980,1981,Bottlenose,NOA0005409,,F,unknown,,Capture,1976-11-10,Unknown,,Unknown,Died,1976-11-20,,1976-11-10,10.0,1
1983,1984,Bottlenose,NOA0003682,(JOE),M,estimate,1977,Capture,1980-06-14,Unknown,,Unknown,Released,1987-07-13,,1980-06-14,2585.0,1
1984,1985,Bottlenose,NOA0003681,(ROSALIE),F,estimate,1976,Capture,1980-06-14,Unknown,,Unknown,Released,1987-07-13,,1980-06-14,2585.0,1
1985,1986,Bottlenose,NOA0004466,DUSTY,M,estimate,1968,Capture,1971-04-20,Unknown,,Unknown,Died,1974-02-11,MYCOTIC PNEUMONIA,1971-04-20,1028.0,1
1986,1987,Bottlenose,NOA0004467,PENNY,F,estimate,1963,Capture,1969-01-15,Unknown,,Unknown,Died,1974-03-18,BRONCHOPNEUMONIA,1969-01-15,1888.0,1
1987,1988,Bottlenose,NOA0004469,COCO,M,estimate,1964,Capture,1967-05-10,Unknown,,Unknown,Died,1975-06-03,CANDIDISIS,1967-05-10,2946.0,1
1988,1989,Bottlenose,NOA0004470,GREY,F,estimate,1967,Capture,1970-10-14,Unknown,,Unknown,Died,1975-11-01,aUNSPECIFIED?,1970-10-14,1844.0,1
1989,1990,Bottlenose,NOA0004471,TAD,M,estimate,1969,Capture,1970-10-14,Unknown,,Unknown,Died,1975-09-30,CANDIDISIS,1970-10-14,1812.0,1
1990,1991,Bottlenose,NOA0004472,BABE,M,estimate,1963,Capture,1969-01-15,Unknown,,Unknown,Died,1976-06-22,aUNSPECIFIED?,1969-01-15,2715.0,1
1991,1992,Bottlenose,NOA0004473,DEE,F,estimate,1965,Capture,1970-10-14,Unknown,,Unknown,Died,1976-10-30,aUNSPECIFIED?,1970-10-14,2208.0,1
1992,1993,Bottlenose,NOA0004474,TAFFY,M,estimate,1966,Capture,1969-01-15,Unknown,,Unknown,Died,1977-02-25,PNEUMONIA,1969-01-15,2963.0,1
1993,1994,Bottlenose,NOA0004475,ZIP,M,estimate,1965,Capture,1969-01-15,Unknown,,Unknown,Died,1977-04-28,GASTRIC ULCERATION,1969-01-15,3025.0,1
1994,1995,Bottlenose,NOA0004476,BUDDY,M,estimate,1960,Capture,1967-05-10,Unknown,,Unknown,Died,1977-05-02,CANDIDA RELATED,1967-05-10,3645.0,1
1995,1996,Bottlenose,NOA0004477,PATTI,F,estimate,1960,Capture,1969-01-15,Unknown,,Unknown,Died,1977-10-13,IMMOLOGICAL DISORDER,1969-01-15,3193.0,1
1996,1997,Bottlenose,NOA0004478,PANDY,F,estimate,1962,Capture,1967-05-10,Unknown,,Unknown,Died,1977-12-14,BRONCHOPNEUMONIA,1967-05-10,3871.0,1
1997,1998,Bottlenose,NOA0004479,WINDY,M,estimate,1966,Capture,1969-01-15,Unknown,,Unknown,Died,1978-05-07,PNEUMONIA,1969-01-15,3399.0,1
1998,1999,Bottlenose,NOA0004480,BEANNIE,M,estimate,1964,Capture,1969-01-15,Unknown,,Unknown,Died,1979-08-12,PNEUMONIA; TOXEMIA,1969-01-15,3861.0,1
1999,2000,Bottlenose,NOA0004481,DOLLY,F,estimate,1960,Capture,1967-05-10,Unknown,,Unknown,Died,1981-08-01,BRAIN LESION,1967-05-10,5197.0,1
2000,2001,Bottlenose,NOA0004483,RUSTY,F,estimate,1970,Capture,1974-11-04,Unknown,,Unknown,Died,1974-11-08,CAPTURE RELATED,1974-11-04,4.0,1
2001,2002,Bottlenose,NOA0004484,BUTCH,F,estimate,1970,Capture,1974-11-04,Unknown,,Unknown,Died,1976-10-12,FUNGAL INFECTION,1974-11-04,708.0,1
2002,2003,Bottlenose,NOA0004485,PUMPKIN,M,estimate,1970,Capture,1974-11-04,Unknown,,Unknown,Died,1976-09-02,PULMONARY EDEMA,1974-11-04,668.0,1
2003,2004,Bottlenose,NOA0004486,GYPSIE,M,estimate,1970,Capture,1974-11-04,Unknown,,Unknown,Died,1981-04-24,HEPATITIS PANCREATITIS,1974-11-04,2363.0,1
2004,2005,Bottlenose,NOA0004487,MUNCHER,F,estimate,1968,Capture,1976-12-13,Unknown,,Unknown,Died,1976-12-20,PREGNANT/CAPTURE RELATED STRESS,1976-12-13,7.0,1
2005,2006,Bottlenose,NOA0004488,TINKER,F,estimate,1968,Capture,1976-12-13,Unknown,,Unknown,Released,1977-01-18,,1976-12-13,36.0,1
2006,2007,Bottlenose,NOA0004489,(NO NAME),M,estimate,1968,Capture,1976-12-13,Unknown,,Unknown,Died,1976-12-13,DURING CAPTURE,1976-12-13,0.0,1
2007,2008,Bottlenose,NOA0004490,,M,estimate,1972,Capture,1976-12-13,Unknown,,Unknown,Died,1978-02-13,ANAPHYLACTIC SHOCK,1976-12-13,427.0,1
2008,2009,Bottlenose,NOA0004491,LENA,F,estimate,1973,Capture,1979-05-05,Unknown,,Unknown,Died,1980-03-01,VIRAL INFECTION,1979-05-05,301.0,1
2009,2010,Bottlenose,NOA0004492,BUZZIE,M,estimate,1972,Capture,1978-11-09,Unknown,,Unknown,Died,1979-10-31,NASITREMA,1978-11-09,356.0,1
2011,2012,Short-Finned Pilot Whale,NOA0002483,,M,unknown,,Capture,1980-01-08,Unknown,,Unknown,Died,1980-05-15,RESPIRATORY ABSCESSES,1980-01-08,128.0,1
2012,2013,Short-Finned Pilot Whale,NOA0002484,,F,unknown,,Capture,1974-10-31,Unknown,,Unknown,Died,1974-11-15,ENDOMETRITIS,1974-10-31,15.0,1
2013,2014,Short-Finned Pilot Whale,NOA0002485,,M,unknown,,Capture,1976-12-18,Unknown,,Unknown,Died,1978-09-25,UREMIA,1976-12-18,646.0,1
2014,2015,Short-Finned Pilot Whale,NOA0002486,,M,unknown,,Capture,1976-12-20,Unknown,,Unknown,Died,1978-05-20,ABDOMINAL ABSCESS,1976-12-20,516.0,1
2015,2016,Short-Finned Pilot Whale,NOA0002487,,F,unknown,,Capture,1974-10-23,Unknown,,Unknown,Died,1981-10-05,CHRON KIDNEY DISEASE & SENILE CHANGES,1974-10-23,2539.0,1
2016,2017,Short-Finned Pilot Whale,NOA0002488,,M,unknown,,Capture,1975-11-14,Unknown,,Unknown,Died,1976-04-10,PNUEMONIA,1975-11-14,148.0,1
2017,2018,Short-Finned Pilot Whale,NOA0002489,,F,unknown,,Capture,1975-11-16,Unknown,,Unknown,Died,1975-12-10,,1975-11-16,24.0,1
2018,2019,Short-Finned Pilot Whale,NOA0002490,,M,unknown,,Capture,1975-11-21,Unknown,,Unknown,Died,1975-12-23,PNUEMONIA,1975-11-21,32.0,1
2019,2020,Killer Whale; Orca,NOA0002502,,M,estimate,1976,Capture,1978-01-01,Unknown,,Unknown,Died,1995-04-01,ACUTE HEMORRHAGIC PNEUMONIA,1978-01-01,6299.0,1
2020,2021,Killer Whale; Orca,NOA0002504,,F,estimate,1976,Capture,1978-01-01,Unknown,,Unknown,Died,1991-05-14,"SEVERE TRAUMA, INTESTINALGANGLIONEUROMA",1978-01-01,4881.0,1
2021,2022,Killer Whale; Orca,NOA0002506,,F,estimate,1974,Capture,1976-01-01,Unknown,,Unknown,Died,1991-08-06,HEMORRHAGIC BACTERIAL PNEUMONIA,1976-01-01,5696.0,1
2022,2023,Killer Whale; Orca,NOA0002507,,F,estimate,1975,Capture,1977-01-01,Unknown,,Unknown,Died,1987-10-15,PULMONARY ABSCESSION,1977-01-01,3939.0,1
2023,2024,Killer Whale; Orca,NOA0002509,,F,estimate,1974,Capture,1977-01-01,Unknown,,Unknown,Died,1989-08-21,HEMORRAHGE;MAXILLARY BILATERALFRACTURE,1977-01-01,4615.0,1
2024,2025,Killer Whale; Orca,NOA0002510,,M,unknown,,Capture,1967-03-11,Unknown,,Unknown,Died,1982-01-12,OLD AGE,1967-03-11,5421.0,1
2025,2026,Killer Whale; Orca,NOA0002511,,M,estimate,1963,Capture,1970-01-01,Unknown,,Unknown,Died,1986-04-28,CHRONIC CARDIOVASCULAR FAILURE,1970-01-01,5961.0,1
2027,2028,Killer Whale; Orca,NOA0002513,,M,unknown,,Capture,1972-03-12,Unknown,,Unknown,Died,1974-12-01,CANDIDIASIS,1972-03-12,994.0,1
2029,2030,Killer Whale; Orca,NOA0002515,,M,unknown,,Capture,1967-03-11,Unknown,,Unknown,Died,1978-09-23,GANGRENOUS PNEUMONIA,1967-03-11,4214.0,1
2030,2031,Killer Whale; Orca,NOA0002516,,F,unknown,,Capture,1965-12-25,Unknown,,Unknown,Died,1971-08-23,SEPTICEMIA,1965-12-25,2067.0,1
2031,2032,Killer Whale; Orca,NOA0002517,,F,unknown,,Capture,1969-12-16,Unknown,,Unknown,Died,1971-06-16,PNUEMONIA,1969-12-16,547.0,1
2032,2033,Killer Whale; Orca,NOA0002518,,F,unknown,,Capture,1971-09-16,Unknown,,Unknown,Died,1977-09-28,SEPTICEMIA/also reported as pulmonary abscession,1971-09-16,2204.0,1
2033,2034,Killer Whale; Orca,NOA0002519,,M,unknown,,Capture,1973-07-01,Unknown,,Unknown,Died,1974-01-29,INFLUENZA,1973-07-01,212.0,1
2034,2035,Pacific White-Sided,NOA0002530,,F,unknown,,Capture,1980-01-15,Unknown,,Unknown,Died,1986-05-11,PULMONARY ABSCESS,1980-01-15,2308.0,1
2035,2036,Pacific White-Sided,NOA0002532,,F,unknown,,Capture,1980-01-15,Unknown,,Unknown,Died,1984-09-14,LYMPHADENOPATHY,1980-01-15,1704.0,1
2036,2037,Pacific White-Sided,NOA0002535,,F,unknown,,Capture,1980-01-22,Unknown,,Unknown,Died,1983-10-22,HYPOVOLEMIC SHOCK,1980-01-22,1369.0,1
2037,2038,Pacific White-Sided,NOA0002536,,F,unknown,,Capture,1980-01-24,Unknown,,Unknown,Died,1981-07-31,PULMONARY HEMORRHAGE,1980-01-24,554.0,1
2038,2039,Pacific White-Sided,NOA0002538,,M,unknown,,Capture,1980-02-08,Unknown,,Unknown,Died,1982-10-26,LUNG ABSCESSES,1980-02-08,991.0,1
2039,2040,Pacific White-Sided,NOA0002539,,F,unknown,,Capture,1980-02-09,Unknown,,Unknown,Died,1980-05-25,PULMONARY CONGESTION,1980-02-09,106.0,1
2040,2041,Pacific White-Sided,NOA0002540,,M,unknown,,Capture,1973-03-10,Unknown,,Unknown,Died,1973-05-10,ERYSIPELAS,1973-03-10,61.0,1
2041,2042,Pacific White-Sided,NOA0002541,,M,unknown,,Capture,1973-03-10,Unknown,,Unknown,Died,1973-12-10,BACTERIA,1973-03-10,275.0,1
2042,2043,Pacific White-Sided,NOA0002542,,M,unknown,,Capture,1973-03-10,Unknown,,Unknown,Died,1973-12-26,BACTERIA,1973-03-10,291.0,1
2043,2044,Pacific White-Sided,NOA0002543,,M,unknown,,Capture,1973-03-10,Unknown,,Unknown,Died,1981-01-15,"PULMONARY CONGESTION, VIRAL ORIGIN",1973-03-10,2868.0,1
2044,2045,Pacific White-Sided,NOA0002544,,M,unknown,,Capture,1973-06-01,Unknown,,Unknown,Died,1973-08-18,PNUEMONIA,1973-06-01,78.0,1
2045,2046,Pacific White-Sided,NOA0002545,,F,unknown,,Capture,1973-06-08,Unknown,,Unknown,Died,1975-12-21,PNUEMONIA,1973-06-08,926.0,1
2046,2047,Pacific White-Sided,NOA0002546,,U,unknown,,Capture,1972-12-17,Unknown,,Unknown,Died,1974-01-03,TOXEMIA,1972-12-17,382.0,1
2047,2048,Pacific White-Sided,NOA0002552,,M,unknown,,Capture,1972-12-17,Unknown,,Unknown,Died,1982-09-13,OLD AGE; PULMONARY ABSCESSTION,1972-12-17,3557.0,1
2048,2049,Pacific White-Sided,NOA0002555,X,U,unknown,,Capture,1963-06-01,Unknown,,Unknown,Died,1974-11-01,OLD AGE,1963-06-01,4171.0,1
2049,2050,Bottlenose,NOA0002561,,F,unknown,,Capture,1967-06-01,Unknown,,Unknown,Died,1977-12-31,PNEUMONIA,1967-06-01,3866.0,1
2050,2051,Bottlenose,NOA0002562,,M,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1979-07-17,PERICARDITIS,1972-06-01,2602.0,1
2051,2052,Bottlenose,NOA0002563,,F,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1979-09-23,PNEUMONIA,1972-06-01,2670.0,1
2052,2053,Bottlenose,NOA0002564,,F,estimate,1950,Capture,1971-06-01,Unknown,,Unknown,Died,1980-01-27,METRITIS; SEPTICEMIA,1971-06-01,3162.0,1
2053,2054,Bottlenose,NOA0002565,,M,estimate,1950,Capture,1971-06-01,Unknown,,Unknown,Died,1980-01-06,CARDIAC ARREST,1971-06-01,3141.0,1
2054,2055,Bottlenose,NOA0002568,X,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-07-23,ABSCESSED LUNG,1972-06-01,1513.0,1
2055,2056,Bottlenose,NOA0002570,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-09-30,PNUEMONIA,1972-06-01,1582.0,1
2056,2057,Bottlenose,NOA0002572,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-09-04,OLD AGE,1972-06-01,1556.0,1
2057,2058,Bottlenose,NOA0002573,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-07-05,LIVER DEGENERATION,1972-06-01,1495.0,1
2058,2059,Bottlenose,NOA0002574,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-04-03,HEPATITIS,1972-06-01,1402.0,1
2059,2060,Bottlenose,NOA0002575,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-03-31,ERSIPELAS,1972-06-01,1399.0,1
2060,2061,Bottlenose,NOA0002576,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-03-27,CHRONIC NEPHRITIS,1972-06-01,1395.0,1
2061,2062,Bottlenose,NOA0002577,,U,unknown,,Capture,1972-06-01,Unknown,,Unknown,Died,1976-03-25,OLD AGE,1972-06-01,1393.0,1
